productId,name,cleanName,imageUrl,categoryId,groupId,url,modifiedOn,imageCount,extNumber,extRarity,extCardType,extCardText,lowPrice,midPrice,highPrice,marketPrice,directLowPrice,subTypeName,extHP,extStage,extAttack1,extAttack2,extWeakness,extResistance,extRetreatCost,extUPC
90240,Unown [W],Unown W,https://tcgplayer-cdn.tcgplayer.com/product/90240_200w.jpg,3,1444,https://cpt.tcgcsv.com/Q6L,2022-11-29T04:23:36.427,1,029/105,Rare,Psychic,"<strong>Pokémon Power: [Want]</strong> Once during your turn <em>(before your attack)</em>, if you have Unown [W]. Unown [A], Unown [N], and Unown [T] on your Bench, you may flip a coin. If heads, put a Trainer card from your discard pile into your hand.",7.15,8.74,16.0,8.8,,Unlimited,40,Basic,[P] Hidden Power (10),,P,,1,
90242,Unown [X],Unown X,https://tcgplayer-cdn.tcgplayer.com/product/90242_200w.jpg,3,1444,https://cpt.tcgcsv.com/S6L,2022-11-29T04:24:39.8,1,030/105,Rare,Psychic,"<strong>Pokémon Power: [XXXXX]</strong>
<br>
Whenever 1 of your Pokémon with Unown in its name uses its Hidden Power attack, flip a coin until you get tails. That attack does 10 more damage for each heads. If you have more than 1 Unown [X] in play, use only 1 [XXXXX] each turn.",16.23,22.44,37.85,21.09,,1st Edition,40,Basic,[P] Hidden Power (10),,P,,1,
90242,Unown [X],Unown X,https://tcgplayer-cdn.tcgplayer.com/product/90242_200w.jpg,3,1444,https://cpt.tcgcsv.com/S6L,2022-11-29T04:24:39.8,1,030/105,Rare,Psychic,"<strong>Pokémon Power: [XXXXX]</strong>
<br>
Whenever 1 of your Pokémon with Unown in its name uses its Hidden Power attack, flip a coin until you get tails. That attack does 10 more damage for each heads. If you have more than 1 Unown [X] in play, use only 1 [XXXXX] each turn.",12.0,15.71,21.5,14.91,,Unlimited,40,Basic,[P] Hidden Power (10),,P,,1,
90246,Unown [Z],Unown Z,https://tcgplayer-cdn.tcgplayer.com/product/90246_200w.jpg,3,1444,https://cpt.tcgcsv.com/X6L,2022-11-29T04:25:22.127,1,060/105,Uncommon,Psychic,"<strong>Pokémon Power: [Zoom]</strong> As long as Unown [Z] is Benched, you pay no Energy cost to retreat a Pokémon with Unown in its name.",8.97,12.04,18.35,12.28,,1st Edition,40,Basic,[P] Hidden Power (10),,P,,1,
90246,Unown [Z],Unown Z,https://tcgplayer-cdn.tcgplayer.com/product/90246_200w.jpg,3,1444,https://cpt.tcgcsv.com/X6L,2022-11-29T04:25:22.127,1,060/105,Uncommon,Psychic,"<strong>Pokémon Power: [Zoom]</strong> As long as Unown [Z] is Benched, you pay no Energy cost to retreat a Pokémon with Unown in its name.",3.19,4.74,12.0,4.01,,Unlimited,40,Basic,[P] Hidden Power (10),,P,,1,
90305,Venonat,Venonat,https://tcgplayer-cdn.tcgplayer.com/product/90305_200w.jpg,3,1444,https://cpt.tcgcsv.com/78L,2022-11-29T04:26:28.433,1,090/105,Common,Grass,,1.04,1.68,4.99,1.61,1.67,1st Edition,40,Basic,[1] Gnaw (10),"[1G] Poisonpowder (10)
<br>The Defending Pokémon is now Poisoned.",R,,1,
90305,Venonat,Venonat,https://tcgplayer-cdn.tcgplayer.com/product/90305_200w.jpg,3,1444,https://cpt.tcgcsv.com/78L,2022-11-29T04:26:28.433,1,090/105,Common,Grass,,0.26,0.64,5.94,0.64,0.47,Unlimited,40,Basic,[1] Gnaw (10),"[1G] Poisonpowder (10)
<br>The Defending Pokémon is now Poisoned.",R,,1,
90433,Vulpix,Vulpix,https://tcgplayer-cdn.tcgplayer.com/product/90433_200w.jpg,3,1444,https://cpt.tcgcsv.com/HbL,2022-11-29T04:27:43.147,1,091/105,Common,Fire,,3.99,5.6,10.43,5.64,,1st Edition,50,Basic,"[1R] Ember (30)
<br>Discard 1 Fire Energy card attached to Vulpix in order to use this attack.",,W,,1,
90433,Vulpix,Vulpix,https://tcgplayer-cdn.tcgplayer.com/product/90433_200w.jpg,3,1444,https://cpt.tcgcsv.com/HbL,2022-11-29T04:27:43.147,1,091/105,Common,Fire,,0.52,1.45,3.99,1.49,,Unlimited,50,Basic,"[1R] Ember (30)
<br>Discard 1 Fire Energy card attached to Vulpix in order to use this attack.",,W,,1,
138147,Neo Destiny Booster Pack [Unlimited Edition],Neo Destiny Booster Pack Unlimited Edition,https://tcgplayer-cdn.tcgplayer.com/product/138147_200w.jpg,3,1444,https://cpt.tcgcsv.com/Zg72,2017-07-22T16:20:37.093,1,,,,This booster pack contains 11 cards for Wizards of the Coast printed Neo Destiny set.,,,,,,,,,,,,,,
138148,Neo Destiny Booster Pack [1st Edition],Neo Destiny Booster Pack 1st Edition,https://tcgplayer-cdn.tcgplayer.com/product/138148_200w.jpg,3,1444,https://cpt.tcgcsv.com/-g72,2017-07-22T16:20:52.683,1,,,,This booster pack contains 11 cards for Wizards of the Coast printed Neo Destiny set.,,,,,,,,,,,,,,
232869,"Neo Destiny Theme Deck - ""Light""",Neo Destiny Theme Deck Light,https://tcgplayer-cdn.tcgplayer.com/product/232869_200w.jpg,3,1444,https://cpt.tcgcsv.com/p9T2,2021-02-17T15:50:35.91,1,,,,"Your game will shine when you challenge opponents with the ""Light"" theme deck.
<br><br><strong>Contents for each Deck:</strong>
<br>• 1 60-card pre-constructed deck 
<br>• Damage counters 
<br>• 1 coin",299.96,399.95,399.97,,,Normal,,,,,,,,
232872,"Neo Destiny Theme Deck - ""Dark""",Neo Destiny Theme Deck Dark,https://tcgplayer-cdn.tcgplayer.com/product/232872_200w.jpg,3,1444,https://cpt.tcgcsv.com/s9T2,2021-02-17T15:52:51.437,1,,,,"Opponents won't see you coming when you play the ""Dark"" theme deck.
<br><br><strong>Contents for each Deck:</strong>
<br>• 1 60-card pre-constructed deck 
<br>• Damage counters 
<br>• 1 coin",,,,,,,,,,,,,,
563754,Neo Destiny Booster Box [1st Edition],Neo Destiny Booster Box 1st Edition,https://tcgplayer-cdn.tcgplayer.com/product/563754_200w.jpg,3,1444,https://cpt.tcgcsv.com/6ww6,2024-08-13T16:52:28.73,2,,,,"To Light...and to Darkness...
<br>Pokémon wreathed in mysterious light and Pokémon shrouded in darkness....What is their connection to Team Rocket? The mystery deepens and the adventure never ends!
<br><strong>Contents:</strong>
<br>Contains 36 booster packs (each with 11 game cards)",,,,,,,,,,,,,,076930175286
563755,Neo Destiny Booster Box [Unlimited Edition],Neo Destiny Booster Box Unlimited Edition,https://tcgplayer-cdn.tcgplayer.com/product/563755_200w.jpg,3,1444,https://cpt.tcgcsv.com/7ww6,2024-08-13T17:01:42.35,2,,,,"To Light...and to Darkness...
<br>Pokémon wreathed in mysterious light and Pokémon shrouded in darkness....What is their connection to Team Rocket? The mystery deepens and the adventure never ends!
<br><strong>Contents:</strong>
<br>Contains 36 booster packs (each with 11 game cards)",,,,,,,,,,,,,,076930175286
